doc_id,fecha_iso,proyecto_instalacion,territorio,territorio_tipo,organizacion,organizacion_demandante_tipo,organizacion_demandada_tipo,procedimiento,procedimiento_familia,evento_fase,macrohilo_id,subhilo_primario,abstuvo,subhilo_secundario,subhilo_secundario_evidencia,multiasignado
2111,2024-01-13,minera los pelambres,rio choapa,river,agricola dona berta limitada;modatima,ONG,empresa,denuncia,administrativo_general,administrativo_general::2024-01,H0007,minera los pelambres,False,,[],False
2121,2023-04-18,minera los pelambres,provincia del choapa,province,"minera los pelambres, mma, sma, minsal, mmin, mininter;nathalie castillo y comunidades de la provincia del choapa",diputada con respaldo comunitario,empresa y autoridades,comision investigadora,otro,otro::2023-04,H0007,minera los pelambres,False,,[],False
7048,2025-07-23,minera los pelambres,chacay,locality,"comunidad de salamanca, dirigentes sociales y autoridades comunales;minera los pelambres",Comunidad y autoridades locales,Empresa,exigencia de transparencia y fiscalizacion,administrativo_general,administrativo_general::2025-07,H0007,minera los pelambres,False,,[],False
7052,2025-07-30,minera los pelambres,valle de camisas,locality,"comunidades del valle de camisas, milena baez, senador daniel nunez, diputada nathalie castillo;minera los pelambres, tranque el mauro",Comunidad y autoridades locales,Empresa y proyecto,protesta y denuncia,manifestacion_publica,manifestacion_publica::2025-07,H0007,minera los pelambres,False,,[],False
7054,2025-07-19,minera los pelambres,los vilos,municipality,"gobernador regional cristobal julia, alcalde de los vilos christian gross, consejeros regionales, concejales;minera los pelambres",Autoridades locales y regionales,Empresa,visita y revision de obras,otro,otro::2025-07,H0007,minera los pelambres,False,,[],False
7067,2023-04-28,operacion minera los pelambres,choapa viejo,locality,minera los pelambres;vecinos de choapa viejo,Comunidad,Empresa,"protesta y bloqueo, recurso judicial",judicial,judicial::2023-04,H0007,operacion minera los pelambres,False,minera los pelambres,"[{""via_doc"": ""7083"", ""w"": 0.628, ""proyecto"": ""minera los pelambres"", ""organizacion_compartida"": [""minera los pelambres"", ""vecinos de choapa viejo""]}]",True
7069,2020-12-13,minera los pelambres,choapa viejo,locality,comunidad de choapa viejo;minera los pelambres,Comunidad,Empresa,protesta y dialogo roto,participativo,participativo::2020-12,H0007,minera los pelambres,False,,[],False
7071,2017-08-21,minera los pelambres,salamanca,locality,"ciper chile;minera los pelambres, municipalidad de salamanca, contraloria",Organización periodística,Empresa y entidad estatal,investigacion y denuncia publica,manifestacion_publica,manifestacion_publica::2017-08,H0007,minera los pelambres,False,,[],False
7073,2022-06-29,minera los pelambres,salamanca,locality,comunidades de salamanca y el valle del choapa;minera los pelambres,Comunidad,Empresa,protesta y bloqueo de ruta,manifestacion_publica,manifestacion_publica::2022-06,H0007,minera los pelambres,False,,[],False
7076,2020-01-19,minera los pelambres,salamanca,locality,minera los pelambres;pobladores y organizaciones sociales de salamanca y caimanes,"Comunidad, organizaciones sociales",Empresa,"protesta, incendio, bloqueo",manifestacion_publica,manifestacion_publica::2020-01,H0007,minera los pelambres,False,,[],False
7077,2020-12-15,,choapa viejo,locality,comunidad de choapa viejo;minera los pelambres,Comunidad,Empresa,denuncia comunitaria,administrativo_general,administrativo_general::2020-12,H0007,SIN_PROYECTO_INSTALACION_IDENTIFICADO,True,minera los pelambres,"[{""via_doc"": ""7069"", ""w"": 0.6138, ""proyecto"": ""minera los pelambres"", ""organizacion_compartida"": [""comunidad de choapa viejo"", ""minera los pelambres""]}]",True
7078,2021-12-20,,valle de camisa,locality,comunidad del valle de camisa;minera los pelambres,Comunidad territorial,Empresa minera,demanda social y plazo perentorio,judicial,judicial::2021-12,H0007,SIN_PROYECTO_INSTALACION_IDENTIFICADO,True,minera los pelambres,"[{""via_doc"": ""15281"", ""w"": 0.6363, ""proyecto"": ""minera los pelambres"", ""organizacion_compartida"": [""comunidad del valle de camisa"", ""minera los pelambres""]}]",True
7080,2022-10-27,minera los pelambres,tahuinco,locality,comunidad de tahuinco;minera los pelambres (grupo luksic),Comunidad,Empresa,protesta y bloqueo de ruta,manifestacion_publica,manifestacion_publica::2022-10,H0007,minera los pelambres,False,,[],False
7083,2023-08-10,minera los pelambres,choapa viejo,locality,minera los pelambres;vecinos de choapa viejo,Empresa,Comunidad/Vecinos,bloqueo de instalaciones y demanda civil,judicial,judicial::2023-08,H0007,minera los pelambres,False,operacion minera los pelambres,"[{""via_doc"": ""7067"", ""w"": 0.628, ""proyecto"": ""operacion minera los pelambres"", ""organizacion_compartida"": [""minera los pelambres"", ""vecinos de choapa viejo""]}]",True
7102,2022-06-28,minera los pelambres,salamanca,commune,batuco y tranquilla;minera los pelambres (mlp),Comunidades locales,Empresa minera,bloqueo de rutas,manifestacion_publica,manifestacion_publica::2022-06,H0007,minera los pelambres,False,,[],False
7120,2022-10-26,minera los pelambres,tahuinco,locality,comunidad de tahuinco;minera los pelambres,Comunidad,Empresa,protesta y petitorio,manifestacion_publica,manifestacion_publica::2022-10,H0007,minera los pelambres,False,,[],False
7142,2020-05-08,proyecto de expansion de minera los pelambres (inco),choapa viejo,locality,comunidad de choapa viejo y vecinos de caimanes;minera los pelambres y servicio de evaluacion ambiental (sea),Comunidad y vecinos,Empresa y organismo estatal,denuncia y reclamo judicial,administrativo_general,administrativo_general::2020-05,H0007,proyecto de expansion de minera los pelambres (inco),False,,[],False
15175,2018-10-22,pascua lama,huasco,commune,asamblea por el agua de huasco alto;barrick gold,organización territorial,empresa,comunicado de rechazo y exigencia,otro,otro::2018-10,H0008,pascua lama,False,,[],False
15176,2015-11-27,pascua lama,valle del huasco,other,"compania minera nevada spa;comunidades del valle del huasco, asamblea por el agua del huasco alto",comunidad/organización territorial,empresa,recurso administrativo y expectativa de fallo,otro,otro::2015-11,H0008,pascua lama,False,,[],False
15177,2017-12-20,pascua lama,valle de huasco,other,barrick gold;comunidad del valle de huasco,comunidad,empresa,denuncia,administrativo_general,administrativo_general::2017-12,H0008,pascua lama,False,,[],False
15179,2020-02-17,pascua lama,valle del huasco,other,asamblea por el agua del guasco alto;barrick gold,organización territorial,empresa,comunicado formal de rechazo,otro,otro::2020-02,H0008,pascua lama,False,,[],False
15185,2020-09-17,pascua lama,alto del carmen,commune,barrick gold;greenpeace,ONG,empresa,comunicado formal de rechazo y exigencia,otro,otro::2020-09,H0008,pascua lama,False,,[],False
15187,2013-10-18,pascua lama,valle del huasco,other,barrick;olca,ONG,empresa,denuncia,administrativo_general,administrativo_general::2013-10,H0008,pascua lama,False,,[],False
15188,2014-03-10,pascua lama,valle del huasco,other,"barrick gold;comunidades del valle del huasco, asamblea por el agua del guasco alto, olca, comunidad diaguita, entre otros",comunidad/coalición,empresa,rechazo formal,manifestacion_publica,manifestacion_publica::2014-03,H0008,pascua lama,False,,[],False
15191,2017-03-26,pascua lama,valle del huasco,other,barrick gold;junta de vigilancia del rio huasco y sus afluentes,organizacion territorial,empresa,recurso de proteccion,judicial,judicial::2017-03,H0008,pascua lama,False,,[],False
15193,2015-03-24,pascua lama,,,asamblea por el agua del huasco alto y organizaciones;barrick gold,comunidad/organización territorial,empresa,demanda,judicial,judicial::2015-03,H0008,pascua lama,False,,[],False
15195,2014-03-11,pascua lama,alto del carmen,commune,barrick gold corporation;jorge lopehandia,persona,empresa,demanda,judicial,judicial::2014-03,H0008,pascua lama,False,,[],False
15196,2022-02-10,pascua lama,pascua lama,mine,"barrick gold;comunidad del valle del huasco, concejo municipal de alto del carmen","comunidad, municipio",empresa,"recurso de proteccion, apelacion, comunicado formal",judicial,judicial::2022-02,H0008,pascua lama,False,,[],False
17003,2018-01-20,pascua lama,valle del huasco,other,"comunidad agricola de los diaguitas huasco altinos;minera nevada spa, barrick gold",pueblo indigena,empresa,declaracion publica de rechazo,manifestacion_publica,manifestacion_publica::2018-01,H0008,pascua lama,False,,[],False
17376,2018-01-22,pascua lama,pascua lama,mine,barrick chile;superintendencia del medio ambiente (sma),empresa,autoridad ambiental,sancion ambiental con impugnacion,administrativo_sancionatorio,administrativo_sancionatorio::2018-01,H0008,pascua lama,False,,[],False
1770,2018-01-19,pascua lama,valle del huasco,other,barrick gold;comunidades del valle del huasco / asamblea por el agua del guascoalto,comunidad/organización territorial,empresa,comunicado publico de rechazo,otro,otro::2018-01,H0008,pascua lama,False,,[],False
1772,2020-07-06,pascua lama,chollay,locality,compania minera nevada spa (barrick gold);comunidades indigenas diaguita,pueblo indigena,empresa,denuncia publica,manifestacion_publica,manifestacion_publica::2020-07,H0008,pascua lama,False,,[],False
1778,2020-08-09,pascua lama,valle del huasco,other,"parroco nelson barrientos, iglesia catolica, iglesia presbiteriana, comunidades del valle del huasco;tribunal ambiental",comunidad,tribunal,protesta,manifestacion_publica,manifestacion_publica::2020-08,H0008,pascua lama,False,,[],False
1779,2015-01-22,pascua lama,valle del huasco,other,barrick gold;comunidades diaguitas del valle del huasco,comunidad indigena,empresa,reclamacion formal,administrativo_general,administrativo_general::2015-01,H0008,pascua lama,False,,[],False
1781,2013-04-10,pascua lama,provincia del huasco,province,barrick gold;corte de apelaciones de copiapo,tribunal,empresa,sancion_judicial,administrativo_sancionatorio,administrativo_sancionatorio::2013-04,H0008,pascua lama,False,,[],False
1783,2015-02-11,pascua lama,valle del huasco,other,asamblea por el agua del guasco alto;barrick gold,organización territorial,empresa,demanda,judicial,judicial::2015-02,H0008,pascua lama,False,,[],False
1793,2018-01-23,pascua lama,pascua lama,mine,barrick gold;olca,organización ambiental,empresa,sancion ambiental con clausura,administrativo_sancionatorio,administrativo_sancionatorio::2018-01,H0008,pascua lama,False,,[],False
1804,2013-06-07,pascua lama,pascua lama,other,barrick gold;greenpeace chile,ONG,empresa,"protesta, denuncia publica, llamado a movilizacion",manifestacion_publica,manifestacion_publica::2013-06,H0008,pascua lama,False,,[],False
1807,2020-09-17,pascua lama,pascua lama,mine,barrick gold;organizaciones ambientales y pueblo del valle del huasco,organizacion_ambiental,empresa,sancion_judicial,administrativo_sancionatorio,administrativo_sancionatorio::2020-09,H0008,pascua lama,False,,[],False
1810,2020-09-17,pascua lama,pascua lama,mine,barrick gold;superintendencia de medio ambiente de chile,autoridad,empresa,sancion judicial,administrativo_sancionatorio,administrativo_sancionatorio::2020-09,H0008,pascua lama,False,,[],False
1813,2018-01-22,pascua lama,pascua lama,other,barrick gold;superintendencia del medio ambiente,estado,empresa,sancion administrativa,administrativo_sancionatorio,administrativo_sancionatorio::2018-01,H0008,pascua lama,False,,[],False
1821,2013-04-11,pascua lama,pascua lama,mine,barrick gold;comunidades diaguitas,comunidad indigena,empresa,recurso judicial,judicial,judicial::2013-04,H0008,pascua lama,False,,[],False
1825,2015-05-14,pascua lama,salar de atacama,salar,barrick gold;greenpeace,ONG,empresa,denuncia publica,manifestacion_publica,manifestacion_publica::2015-05,H0008,pascua lama,False,,[],False
19035,2021-03-25,pascua lama,pascua lama,other,asamblea por el agua del guasco alto;barrick gold,comunidad,empresa,denuncia,administrativo_general,administrativo_general::2021-03,H0008,pascua lama,False,,[],False
3418,2020-01-23,pascua lama,valle del huasco,locality,comunidad del valle del huasco;pascua lama (barrick),Comunidad y organizaciones sociales,Proyecto y empresa,protesta y comunicado publico,manifestacion_publica,manifestacion_publica::2020-01,H0008,pascua lama,False,,[],False
6003,2014-04-11,pascua lama,alto del carmen,locality,"barrick gold;comunidades diaguitas, agricultores, centro de derechos humanos y ambiente de argentina","comunidad indigena, agricultores, ONG",empresa minera,demanda ambiental,judicial,judicial::2014-04,H0008,pascua lama,False,,[],False
6437,2015-01-23,pascua lama,valle del huasco,other,barrick gold;comunidades diaguitas del valle del huasco,comunidad indigena,empresa,reclamacion formal,administrativo_general,administrativo_general::2015-01,H0008,pascua lama,False,,[],False
6449,2013-04-22,pascua lama,pascua lama,mine,barrick gold;comunidades indigenas diaguitas,comunidades indígenas,empresa,recurso judicial,judicial,judicial::2013-04,H0008,pascua lama,False,,[],False
6450,2014-08-25,pascua lama,valle del huasco,other,barrick gold;federacion de estudiantes de la universidad de chile (fech),ONG/coalición,empresa,reclamacion pac,administrativo_general,administrativo_general::2014-08,H0008,pascua lama,False,,[],False
6460,2014-03-03,pascua lama,pascua lama,mine,barrick gold;superintendencia del medio ambiente,estado_actor,empresa,sancion impugnada,administrativo_sancionatorio,administrativo_sancionatorio::2014-03,H0008,pascua lama,False,,[],False
7260,2020-01-09,pascua lama,rio del estrecho,river,comunidad indigena diaguita patay co y otros;segundo tribunal ambiental de santiago,comunidad indígena,tribunal ambiental,recurso de casacion,judicial,judicial::2020-01,H0008,pascua lama,False,,[],False
1543,2021-10-22,embalse punilla,san fabian de alico,locality,estado chileno;movimiento social en defensa del rio nuble,movimiento social,estado,declaracion publica formal,manifestacion_publica,manifestacion_publica::2021-10,H0009,embalse punilla,False,,[],False
1544,2023-07-20,embalse nueva la punilla,san fabian,commune,defensa ambiental;ministerio de obras publicas,ONG,ministerio,denuncia publica,manifestacion_publica,manifestacion_publica::2023-07,H0009,embalse nueva la punilla,False,,[],False
1545,2025-06-03,proyecto punilla,embalse punilla,hydroelectric,defensa ambiental;ministerio de obras publicas (mop),ONG,ministerio,anulacion judicial,otro,otro::2025-06,H0009,proyecto punilla,False,,[],False
1547,2016-11-20,embalse punilla,san fabian,commune,ministerio de obras publicas (mop) y empresa astaldi;vecinos del sector de los sauces y san fabian,comunidad campesina,estado/empresa,rechazo comunitario,otro,otro::2016-11,H0009,embalse punilla,False,,[],False
22183,2024-03-03,embalse nueva la punilla,san fabian,commune,mesa punilla;ministerio de obras publicas,coalicion territorial,ministerio,declaracion publica de rechazo,manifestacion_publica,manifestacion_publica::2024-03,H0009,embalse nueva la punilla,False,,[],False
22187,2018-03-21,embalse punilla,san fabian de alico,locality,"astaldi, ministerio de obras publicas;familias en san fabian de alico, concejales de san fabian","familias afectadas, concejo municipal","empresa, MOP",oposicion,otro,otro::2018-03,H0009,embalse punilla,False,,[],False
22194,2025-06-13,embalse nueva la punilla,rio nuble,river,"ministerio de obras publicas (mop);movimiento social en defensa del rio nuble, nuble libre",organización territorial,ministerio,reclamacion publica formal,administrativo_general,administrativo_general::2025-06,H0009,embalse nueva la punilla,False,,[],False
22199,2025-06-17,embalse nueva la punilla,embalse nueva la punilla,hydroelectric,comunidades y ongs medioambientales;embalse nueva la punilla,comunidad u ONG,proyecto,oposicion,otro,otro::2025-06,H0009,embalse nueva la punilla,False,,[],False
22210,2025-06-23,embalse punilla,punilla,province,miguel aguayo moraga;mop,profesional/individuo,autoridad,rechazo formal,manifestacion_publica,manifestacion_publica::2025-06,H0009,embalse punilla,False,,[],False
22214,2025-06-16,embalse nueva la punilla,punilla,other,estado chileno / doh;regantes de punilla y movimiento nuble libre,organización territorial / regantes,Estado / autoridad pública,reclamacion publica,administrativo_general,administrativo_general::2025-06,H0009,embalse nueva la punilla,False,,[],False
22216,2025-06-16,embalse nueva la punilla,punilla,province,familias arrieras;ministerio de obras publicas (mop),comunidad,autoridad,denuncia,administrativo_general,administrativo_general::2025-06,H0009,embalse nueva la punilla,False,,[],False
22217,2019-09-13,embalse punilla,rio nuble,river,movimiento social en defensa del rio nuble;servicio de evaluacion ambiental (sea),organización territorial,autoridad ambiental,reclamacion,administrativo_general,administrativo_general::2019-09,H0009,embalse punilla,False,,[],False
22219,2024-11-29,embalse punilla,embalse punilla,hydroelectric,defensa ambiental;ministerio de obras publicas (mop),ONG,estado_ministerio,denuncia formal,administrativo_general,administrativo_general::2024-11,H0009,embalse punilla,False,,[],False
22221,2019-04-05,embalse la punilla,san fabian de alico,locality,"ministerio de obras publicas, empresa astaldi;movimiento nuble se hunde , defensa ambiental, familias de arrieros","movimientos sociales, familias afectadas, ONG","ministerio, empresa","denuncia, demanda, paralizacion judicial",judicial,judicial::2019-04,H0009,embalse la punilla,False,,[],False
22223,2019-09-03,embalse punilla,san fabian de alico,locality,ministerio de obras publicas (mop);nuble libre y vecinos afectados,ONG y organizacion comunitaria,ministerio,reclamacion formal,administrativo_general,administrativo_general::2019-09,H0009,embalse punilla,False,,[],False
22224,2018-12-14,embalse punilla,san fabian de alico,locality,astaldi;vecinos afectados,comunidad,empresa,medida cautelar,otro,otro::2018-12,H0009,embalse punilla,False,,[],False
22225,2019-01-17,embalse la punilla,san fabian de alico,locality,astaldi s.a;defensa ambiental,ONG,empresa,querella,otro,otro::2019-01,H0009,embalse la punilla,False,,[],False
22226,2022-04-08,embalse punilla,rio nuble,river,"ministerio de obras publicas;movimiento social en defensa del rio nuble, nuble libre",movimiento social,ministerio,marcha y declaracion publica,manifestacion_publica,manifestacion_publica::2022-04,H0009,embalse punilla,False,,[],False
22227,2022-04-27,embalse punilla,rio nuble,river,ministerio de obras publicas (mop);movimiento social en defensa del rio nuble,ONG / movimiento socioambiental,ministerio / autoridad pública,comunicado publico con rechazo y emplazamiento,otro,otro::2022-04,H0009,embalse punilla,False,,[],False
22230,2020-04-14,embalse punilla,san fabian de alico,locality,grupo de habitantes de san fabian de alico;sociedad concesionaria aguas de punilla s.a (scap) y ministerio de obras publicas (mop),comunidad,empresa y autoridad,demanda de reparacion,judicial,judicial::2020-04,H0009,embalse punilla,False,,[],False
22231,2018-08-28,embalse punilla,san fabian,commune,astaldi;municipio de san fabian,municipio,empresa,"presentacion en sea, consideracion de acciones legales y manifestaciones",manifestacion_publica,manifestacion_publica::2018-08,H0009,embalse punilla,False,,[],False
22232,2018-11-21,central hidroelectrica,la punilla,locality,empresa;familias del sector la punilla,familias afectadas,empresa,desalojo forzado con oposicion,otro,otro::2018-11,H0009,central hidroelectrica,False,,[],False
22234,2021-12-15,embalse punilla,san fabian de alico,locality,sociedad concesionaria aguas del punilla;superintendencia de medio ambiente,superintendencia,empresa,proceso sancionatorio,administrativo_sancionatorio,administrativo_sancionatorio::2021-12,H0009,embalse punilla,False,,[],False
22235,2021-08-02,embalse la punilla,rio nuble,river,embalse la punilla astaldi mop;patricia rubio (ppd) ricardo frez (defensa ambiental) cesar uribe (nuble libre),diputado|ONG|movimiento social,proyecto|empresa|autoridad,reclamacion publica,administrativo_general,administrativo_general::2021-08,H0009,embalse la punilla,False,,[],False
22237,2017-08-09,embalse punilla,san fabian,commune,astaldi concessioni;junta de vecinos los sauces,comunidad,empresa,denuncia,administrativo_general,administrativo_general::2017-08,H0009,embalse punilla,False,,[],False
22240,2024-03-04,embalse nueva la punilla,san fabian,commune,mesa punilla;ministerio de obras publicas (mop),coalición territorial,ministerio,reclamacion formal,administrativo_general,administrativo_general::2024-03,H0009,embalse nueva la punilla,False,,[],False
22244,2018-11-24,embalse punilla,la punilla,locality,"gobierno de sebastian pinera, intendente martin arrau, seremi de obras publicas, carabineros, empresa astaldi;habitantes de la punilla y vecinos de san fabian de alico",comunidad,"empresa, autoridad","protesta, denuncia, reclamacion",manifestacion_publica,manifestacion_publica::2018-11,H0009,embalse punilla,False,,[],False
22246,2018-10-03,embalse punilla,san fabian de alico,locality,ministerio de obras publicas;vecinos de san fabian de alico,comunidad,autoridad,reclamacion formal,administrativo_general,administrativo_general::2018-10,H0009,embalse punilla,False,,[],False
11834,2015-04-23,tranque el mauro,caimanes,locality,minera los pelambres;vecinos de caimanes,comunidad,empresa,denuncia judicial,administrativo_general,administrativo_general::2015-04,H0010,tranque el mauro,False,,[],False
11838,2013-08-30,tranque de relaves el mauro,el mauro,tailings,grupo de abogados y representantes de la comunidad;minera los pelambres,comunidad,empresa,demanda_judicial,judicial,judicial::2013-08,H0010,tranque de relaves el mauro,False,,[],False
11842,2019-09-20,tranque el mauro,fundo el mauro,locality,comuneros maurinos;minera los pelambres,comunidad,empresa,denuncia,administrativo_general,administrativo_general::2019-09,H0010,tranque el mauro,False,,[],False
11851,2015-03-24,tranque el mauro,caimanes,locality,comunidades de la zona;minera los pelambres,comunidades,empresa,resolucion_judicial,otro,otro::2015-03,H0010,tranque el mauro,False,,[],False
11855,2015-09-28,tranque el mauro,tranque el mauro,tailings,comunidad de caimanes;minera los pelambres,comunidad,empresa,sentencia judicial,otro,otro::2015-09,H0010,tranque el mauro,False,,[],False
11858,2015-02-06,tranque de relaves el mauro,caimanes,locality,minera los pelambres;pobladores de caimanes,comunidad,empresa,protesta con corte de ruta y desalojo,manifestacion_publica,manifestacion_publica::2015-02,H0010,tranque de relaves el mauro,False,,[],False
11860,2020-05-12,tranque el mauro,caimanes,locality,minera los pelambres;vecinos de caimanes,comunidad,empresa,protesta,manifestacion_publica,manifestacion_publica::2020-05,H0010,tranque el mauro,False,,[],False
15288,2015-04-14,relave el mauro,caimanes,locality,comite de defensa de caimanes;los pelambres,comité comunitario,empresa,demanda,judicial,judicial::2015-04,H0010,relave el mauro,False,,[],False
15303,2015-03-05,minera los pelambres,rio choapa,river,"habitantes de salamanca y caimanes, partido comunista, ppd, ps, diputados y senadores de la nueva mayoria;minera los pelambres, gobierno, ministerio del interior, carabineros","comunidad, partido político, parlamentarios","empresa, gobierno, ministerio","protesta, denuncia, reclamacion, comunicacion publica",manifestacion_publica,manifestacion_publica::2015-03,H0010,minera los pelambres,False,,[],False
18814,2015-03-02,minera los pelambres,valle alto de salamanca,other,luis lemus;minera los pelambres,diputado,empresa,llamado a dialogo con exigencia,participativo,participativo::2015-03,H0010,minera los pelambres,False,,[],False
19211,2015-03-16,tranque de relaves el mauro,caimanes,locality,"federacion de sindicatos de contratistas de minera los pelambres;gobierno, poder judicial",sindicato,autoridad,"movilizacion, recurso judicial",judicial,judicial::2015-03,H0010,tranque de relaves el mauro,False,,[],False
19212,2015-03-16,tranque de relaves el mauro,caimanes,locality,caimanes;minera los pelambres,comunidad,empresa,rechazo y movilizacion,otro,otro::2015-03,H0010,tranque de relaves el mauro,False,,[],False
2064,2015-03-19,tranque de relaves el mauro,caimanes,locality,comunidad de caimanes;minera los pelambres,comunidad,empresa,resolucion judicial,otro,otro::2015-03,H0010,tranque de relaves el mauro,False,,[],False
2070,2019-07-24,tranque el mauro,caimanes,locality,minera los pelambres;poblacion de caimanes,comunidad,empresa,"oposicion comunitaria, fallos judiciales, denuncia ambiental",administrativo_general,administrativo_general::2019-07,H0010,tranque el mauro,False,,[],False
2084,2015-04-13,relave el mauro,caimanes,locality,comite de defensa de caimanes;los pelambres,comité comunitario,empresa,demanda,judicial,judicial::2015-04,H0010,relave el mauro,False,,[],False
2085,2013-12-05,tranque de relaves el mauro,caimanes,locality,habitantes de caimanes;minera los pelambres,comunidad,empresa,"recurso legal, huelga de hambre, denuncia formal",administrativo_general,administrativo_general::2013-12,H0010,tranque de relaves el mauro,False,,[],False
2092,2015-03-22,tranque el mauro,caimanes,locality,comunidad de caimanes;minera los pelambres,comunidad,empresa,demanda,judicial,judicial::2015-03,H0010,tranque el mauro,False,,[],False
7095,2016-05-18,minera los pelambres,caimanes,locality,comunidad de caimanes;minera los pelambres (antofagasta minerals/antofagasta plc),Comunidad,Empresa,acuerdo legal y comunitario,acuerdo_contractual,acuerdo_contractual::2016-05,H0010,minera los pelambres,False,,[],False
7103,2015-10-14,tranque el mauro,caimanes,locality,"comunidad de caimanes, fundacion danielle mitterrand;minera los pelambres, chile transparente",Comunidad y ONG,Empresa y organización de transparencia,denuncia y cuestionamiento publico,administrativo_general,administrativo_general::2015-10,H0010,tranque el mauro,False,,[],False
7104,2015-10-30,tranque el mauro,caimanes,locality,"comite de defensa de caimanes;minera los pelambres, tranque el mauro",Comunidad,Empresa y Proyecto,denuncia y oferta de acuerdo extrajudicial,acuerdo_contractual,acuerdo_contractual::2015-10,H0010,tranque el mauro,False,,[],False
7111,2020-08-08,tranque el mauro,los caimanes,locality,comunidad de los caimanes;minera los pelambres,community,company,judicial order,otro,otro::2020-08,H0010,tranque el mauro,False,,[],False
7114,2016-08-17,tranque el mauro,caimanes,locality,comite de defensa de caimanes;minera los pelambres,Comunidad,Empresa,acuerdo judicial y comunitario,acuerdo_contractual,acuerdo_contractual::2016-08,H0010,tranque el mauro,False,,[],False
7116,2015-09-03,minera los pelambres,caimanes,locality,comunidad de caimanes;minera los pelambres,Comunidad,Empresa,negociacion/acuerdo,acuerdo_contractual,acuerdo_contractual::2015-09,H0010,minera los pelambres,False,,[],False
7118,2022-08-08,tranque el mauro,caimanes,locality,"comite de defensa de caimanes y valle del pupio;minera los pelambres, sernageomin, onemi",Comunidad y organización territorial,Empresa y organismos estatales,denuncia y oposicion a plan de emergencia,administrativo_general,administrativo_general::2022-08,H0010,tranque el mauro,False,,[],False
7130,2015-03-10,tranque de relaves el mauro,caimanes,locality,juzgado de los vilos;minera los pelambres,judicial body,company,judicial order,otro,otro::2015-03,H0010,tranque de relaves el mauro,False,,[],False
7132,2015-03-11,tranque el mauro,caimanes,locality,comunidad de caimanes neftali carabantes;minera los pelambres tranque el mauro,comunidad|abogado,empresa|proyecto,recurso judicial,judicial,judicial::2015-03,H0010,tranque el mauro,False,,[],False
7141,2015-03-10,tranque de relaves el mauro,caimanes,locality,comunidades de caimanes y salamanca;minera los pelambres,Comunidad,Empresa,fallo judicial y protesta,manifestacion_publica,manifestacion_publica::2015-03,H0010,tranque de relaves el mauro,False,,[],False
16324,2025-12-03,proyecto integrado de infraestructura energetica para la generacion de hidrogeno y amoniaco verde (inna),cerro paranal,other,aes andes;observatorio europeo austral (eso),organización científica,empresa,denuncia,administrativo_general,administrativo_general::2025-12,H0011,proyecto integrado de infraestructura energetica para la generacion de hidrogeno y amoniaco verde (inna),False,,[],False
17227,2025-04-03,inna,taltal,commune,"aes andes, servicio de evaluacion ambiental (sea);federacion de estudiantes de la universidad de antofagasta, feucn, fima, tanti, fundacion cielos para chile",organizaciones estudiantiles y ambientalistas,empresa y organismo estatal,observaciones ciudadanas con exigencias,otro,otro::2025-04,H0011,inna,False,,[],False
19968,2025-01-18,inna,observatorio paranal,other,aes andes;observatorio espacial europeo (eso),organización científica,empresa,denuncia publica,manifestacion_publica,manifestacion_publica::2025-01,H0011,inna,False,,[],False
23163,2025-02-23,inna,observatorio paranal,other,servicio de evaluacion ambiental (sea);teresa paneque y maria teresa ruiz,cientificos/expertos,institucion ambiental,reclamacion formal,administrativo_general,administrativo_general::2025-02,H0011,inna,False,,[],False
4724,2025-10-11,proyecto integrado de infraestructura energetica para la generacion de hidrogeno y amoniaco verde (inna),cerro paranal,other,aes andes;observatorio europeo austral (eso),organizacion cientifica internacional,empresa,declaracion publica de rechazo,manifestacion_publica,manifestacion_publica::2025-10,H0011,proyecto integrado de infraestructura energetica para la generacion de hidrogeno y amoniaco verde (inna),False,,[],False
5018,2026-01-23,inna,region de antofagasta,region,aes andes;comunidad astronomica,comunidad científica,empresa,oposicion,otro,otro::2026-01,H0011,inna,False,,[],False
5019,2026-01-23,inna,taltal,commune,"aes andes;comunidad cientifica, jose antonio kast",Comunidad científica y figura política,Empresa,oposicion y desistimiento,otro,otro::2026-01,H0011,inna,False,,[],False
5180,2025-12-12,inna,paranal,locality,fundacion cielos de chile;proyecto inna de aes andes,Organización,Proyecto y Empresa,denuncia y oposicion,administrativo_general,administrativo_general::2025-12,H0011,inna,False,,[],False
5315,2025-02-24,inna,antofagasta,region,"megaproyecto inna, aes andes;seremi de medio ambiente de antofagasta, sociedad chilena de astronomia (sochias)",Institucional y Científico,Proyecto y Empresa,observaciones institucionales y cientificas,otro,otro::2025-02,H0011,inna,False,,[],False
5322,2024-12-20,inna - proyecto integrado de infraestructura energetica para la generacion de hidrogeno y amoniaco verde,taltal,commune,aes chile;sistema de evaluacion de impacto ambiental (seia),empresa,institucion estatal,presentacion eia,otro,otro::2024-12,H0011,inna - proyecto integrado de infraestructura energetica para la generacion de hidrogeno y amoniaco verde,False,,[],False
5323,2024-12-20,inna,taltal,commune,aes chile;servicio de evaluacion ambiental (sea),Empresa,Institución estatal,tramitacion ambiental (eia),otro,otro::2024-12,H0011,inna,False,,[],False
